Customer_ID,City,Gender,Age,Subscription_Plan,Tenure_Months,Total_Orders,Avg_Order_Value,Total_Spend,Support_Tickets,Satisfaction_Score,Days_Since_Last_Purchase,Churn,Age_Group,Customer_Segment,Purchase_Risk,Support_Risk,Satisfaction_Risk,Risk_Score,Risk_Level
CUST1212,Hyderabad,Female,59,Standard,22,8,2555.75,20446.0,1,3.1,59,No,51-60,High Value,0,0,0,0,Low
CUST1213,Pune,Female,19,Basic,5,9,3396.32,30566.88,4,3.2,69,Yes,18-25,VIP,0,1,0,1,Medium
CUST1214,Hyderabad,Female,20,Premium,55,7,2934.72,20543.04,2,4.2,161,No,18-25,High Value,1,0,0,1,Medium
CUST1215,Delhi,Female,40,Basic,2,12,2281.13,27373.56,1,2.9,102,Yes,36-50,High Value,0,0,1,1,Medium
CUST1216,Pune,Male,29,Premium,27,9,4331.09,38979.81,2,1.9,120,No,26-35,VIP,0,0,1,1,Medium
CUST1217,Mumbai,Male,37,Standard,21,11,3139.86,34538.46,1,3.7,145,No,36-50,VIP,1,0,0,1,Medium
CUST1218,Pune,Female,22,Premium,54,6,4112.55,24675.3,3,4.6,57,No,18-25,High Value,0,1,0,1,Medium
CUST1219,Jaipur,Male,54,Standard,38,8,3365.04,26920.32,0,4.2,83,No,51-60,High Value,0,0,0,0,Low
CUST1220,Hyderabad,Female,55,Standard,15,7,3388.95,23722.65,2,3.8,129,No,51-60,High Value,1,0,0,1,Medium
CUST1221,Delhi,Male,47,Standard,21,8,636.08,5088.64,0,4.7,13,No,36-50,Low Value,0,0,0,0,Low
CUST1222,Delhi,Female,26,Standard,10,9,1809.75,16287.75,2,4.6,155,No,26-35,Medium Value,1,0,0,1,Medium
CUST1223,Bengaluru,Male,51,Standard,23,12,3905.15,46861.8,2,3.3,6,No,51-60,VIP,0,0,0,0,Low
CUST1224,Mumbai,Female,52,Standard,58,10,1276.94,12769.4,0,3.8,97,No,51-60,Medium Value,0,0,0,0,Low
CUST1225,Bhopal,Female,39,Standard,56,9,785.12,7066.08,0,3.9,94,No,36-50,Low Value,0,0,0,0,Low
CUST1226,Bhopal,Other,41,Basic,39,8,1669.65,13357.2,1,3.5,110,No,36-50,Medium Value,0,0,0,0,Low
CUST1227,Pune,Male,34,Standard,5,7,1225.84,8580.88,1,4.6,151,No,26-35,Low Value,1,0,0,1,Medium
CUST1228,Bengaluru,Female,27,Standard,1,6,4186.21,25117.26,3,3.5,138,No,26-35,High Value,1,1,0,2,High
CUST1229,Indore,Female,47,Standard,13,10,3945.46,39454.6,0,3.1,51,No,36-50,VIP,0,0,0,0,Low
CUST1230,Pune,Female,40,Standard,21,7,2398.67,16790.69,2,1.3,147,No,36-50,Medium Value,1,0,1,2,High
CUST1231,Bengaluru,Female,49,Standard,26,6,557.64,3345.84,1,2.9,51,No,36-50,Low Value,0,0,1,1,Medium
CUST1232,Mumbai,Female,34,Premium,50,4,3301.16,13204.64,3,2.4,87,No,26-35,Medium Value,0,1,1,2,High
CUST1233,Mumbai,Male,34,Basic,45,12,2918.33,35019.96,2,3.6,68,No,26-35,VIP,0,0,0,0,Low
CUST1234,Mumbai,Female,31,Standard,21,9,4376.33,39386.97,1,2.5,84,No,26-35,VIP,0,0,1,1,Medium
CUST1235,Mumbai,Female,26,Standard,53,10,2647.6,26476.0,4,4.1,42,No,26-35,High Value,0,1,0,1,Medium
CUST1236,Mumbai,Female,57,Standard,18,8,1712.85,13702.8,0,4.6,57,No,51-60,Medium Value,0,0,0,0,Low
CUST1237,Bengaluru,Male,19,Premium,37,6,2479.89,14879.34,6,3.6,166,Yes,18-25,Medium Value,1,1,0,2,High
CUST1238,Bengaluru,Male,42,Basic,45,10,4412.91,44129.1,1,2.7,62,Yes,36-50,VIP,0,0,1,1,Medium
CUST1239,Delhi,Female,56,Standard,32,8,3224.72,25797.76,1,3.9,7,No,51-60,High Value,0,0,0,0,Low
CUST1240,Jaipur,Female,26,Standard,36,6,3122.3,18733.8,3,5.0,112,No,26-35,Medium Value,0,1,0,1,Medium
CUST1241,Bhopal,Male,39,Standard,17,10,1310.86,13108.6,0,5.0,178,Yes,36-50,Medium Value,1,0,0,1,Medium
CUST1242,Hyderabad,Female,60,Standard,35,8,3423.13,27385.04,3,2.3,180,Yes,51-60,High Value,1,1,1,3,Critical
CUST1243,Mumbai,Male,21,Standard,49,3,3451.14,10353.42,3,2.3,26,No,18-25,Low Value,0,1,1,2,High
CUST1244,Indore,Male,43,Standard,60,7,1632.61,11428.27,6,2.1,154,Yes,36-50,Low Value,1,1,1,3,Critical
CUST1245,Hyderabad,Male,46,Standard,11,7,2331.6,16321.2,1,2.6,19,Yes,36-50,Medium Value,0,0,1,1,Medium
CUST1246,Bengaluru,Male,51,Basic,21,8,1537.33,12298.64,0,3.8,9,No,51-60,Medium Value,0,0,0,0,Low
CUST1247,Indore,Female,40,Standard,52,11,1386.56,15252.16,3,3.1,61,No,36-50,Medium Value,0,1,0,1,Medium
CUST1248,Indore,Male,54,Basic,55,14,408.76,5722.64,1,2.8,20,No,51-60,Low Value,0,0,1,1,Medium
CUST1249,Indore,Other,28,Standard,53,9,1497.89,13481.01,0,4.5,106,No,26-35,Medium Value,0,0,0,0,Low
CUST1250,Delhi,Other,23,Standard,26,7,2626.67,18386.69,0,4.1,50,No,18-25,Medium Value,0,0,0,0,Low
CUST1251,Bengaluru,Female,35,Standard,4,11,306.72,3373.92,1,2.1,81,No,26-35,Low Value,0,0,1,1,Medium
CUST1252,Indore,Female,38,Standard,34,11,1489.52,16384.72,2,4.5,150,Yes,36-50,Medium Value,1,0,0,1,Medium
CUST1253,Mumbai,Male,59,Basic,52,7,4001.92,28013.44,6,4.1,141,Yes,51-60,High Value,1,1,0,2,High
CUST1254,Pune,Female,53,Standard,48,8,2793.32,22346.56,1,4.1,140,No,51-60,High Value,1,0,0,1,Medium
CUST1255,Indore,Female,58,Basic,60,11,2853.02,31383.22,4,3.1,10,No,51-60,VIP,0,1,0,1,Medium
CUST1256,Delhi,Male,55,Standard,18,12,1994.13,23929.56,2,3.4,65,No,51-60,High Value,0,0,0,0,Low
CUST1257,Hyderabad,Female,51,Premium,40,11,3141.18,34552.98,2,1.8,158,No,51-60,VIP,1,0,1,2,High
CUST1258,Bengaluru,Female,34,Basic,35,6,1097.72,6586.32,2,4.4,8,No,26-35,Low Value,0,0,0,0,Low
CUST1259,Jaipur,Female,54,Standard,41,9,3738.74,33648.66,1,2.7,149,No,51-60,VIP,1,0,1,2,High
CUST1260,Delhi,Female,42,Standard,29,19,790.09,15011.71,4,2.8,22,No,36-50,Medium Value,0,1,1,2,High
CUST1261,Indore,Female,55,Standard,52,8,3055.21,24441.68,3,2.8,18,Yes,51-60,High Value,0,1,1,2,High
CUST1262,Bengaluru,Male,29,Basic,29,6,1732.83,10396.98,6,5.0,176,No,26-35,Low Value,1,1,0,2,High
CUST1263,Pune,Female,40,Basic,38,3,3439.55,10318.65,2,3.0,172,Yes,36-50,Low Value,1,0,0,1,Medium
CUST1264,Indore,Female,59,Premium,42,9,2609.01,23481.09,2,4.4,9,No,51-60,High Value,0,0,0,0,Low
CUST1265,Delhi,Male,39,Standard,21,7,2199.88,15399.16,2,3.6,54,No,36-50,Medium Value,0,0,0,0,Low
CUST1266,Bhopal,Male,38,Basic,42,6,1011.57,6069.42,1,2.9,26,No,36-50,Low Value,0,0,1,1,Medium
CUST1267,Mumbai,Male,44,Standard,13,5,2974.65,14873.25,3,2.7,94,No,36-50,Medium Value,0,1,1,2,High
CUST1268,Jaipur,Female,48,Standard,49,11,4394.03,48334.33,3,3.0,100,No,36-50,VIP,0,1,0,1,Medium
CUST1269,Hyderabad,Other,23,Basic,41,10,3767.53,37675.3,2,3.5,26,No,18-25,VIP,0,0,0,0,Low
CUST1270,Delhi,Male,44,Standard,17,11,552.03,6072.33,0,4.1,34,No,36-50,Low Value,0,0,0,0,Low
CUST1271,Bengaluru,Female,57,Standard,56,7,1880.16,13161.12,3,3.2,8,No,51-60,Medium Value,0,1,0,1,Medium
CUST1272,Jaipur,Male,51,Premium,9,6,4187.45,25124.7,2,3.1,138,No,51-60,High Value,1,0,0,1,Medium
CUST1273,Jaipur,Female,29,Basic,41,9,2412.78,21715.02,1,2.8,48,No,26-35,High Value,0,0,1,1,Medium
CUST1274,Jaipur,Female,24,Standard,1,8,3080.87,24646.96,1,2.5,107,No,18-25,High Value,0,0,1,1,Medium
CUST1275,Indore,Female,27,Standard,2,5,4132.92,20664.6,2,2.5,54,No,26-35,High Value,0,0,1,1,Medium
CUST1276,Mumbai,Male,34,Standard,60,9,3969.94,35729.46,1,4.5,168,No,26-35,VIP,1,0,0,1,Medium
CUST1277,Indore,Male,43,Standard,48,5,2407.65,12038.25,3,3.1,119,No,36-50,Medium Value,0,1,0,1,Medium
CUST1278,Bengaluru,Male,38,Standard,29,9,2138.11,19242.99,3,3.2,143,Yes,36-50,Medium Value,1,1,0,2,High
CUST1279,Indore,Male,45,Standard,33,7,1726.71,12086.97,1,3.0,81,No,36-50,Medium Value,0,0,0,0,Low
CUST1280,Bhopal,Female,19,Standard,10,16,3319.88,53118.08,4,3.3,146,Yes,18-25,VIP,1,1,0,2,High
CUST1281,Mumbai,Female,60,Standard,50,6,1505.34,9032.04,4,3.9,96,No,51-60,Low Value,0,1,0,1,Medium
CUST1282,Mumbai,Other,18,Premium,58,7,1349.53,9446.71,2,3.2,102,No,18-25,Low Value,0,0,0,0,Low
CUST1283,Bengaluru,Other,53,Standard,60,6,1796.25,10777.5,2,3.8,151,No,51-60,Low Value,1,0,0,1,Medium
CUST1284,Hyderabad,Female,43,Standard,40,6,1044.3,6265.8,5,4.9,62,No,36-50,Low Value,0,1,0,1,Medium
CUST1285,Bhopal,Female,46,Basic,21,10,3219.5,32195.0,2,2.9,46,No,36-50,VIP,0,0,1,1,Medium
CUST1286,Delhi,Female,38,Premium,28,10,2888.21,28882.1,4,3.2,87,Yes,36-50,High Value,0,1,0,1,Medium
CUST1287,Indore,Female,28,Basic,11,9,2328.09,20952.81,4,4.2,99,Yes,26-35,High Value,0,1,0,1,Medium
CUST1288,Pune,Male,57,Basic,55,10,1939.37,19393.7,3,4.9,39,No,51-60,High Value,0,1,0,1,Medium
CUST1289,Indore,Male,28,Basic,34,10,4118.06,41180.6,1,2.5,143,Yes,26-35,VIP,1,0,1,2,High
CUST1290,Jaipur,Male,53,Standard,8,8,422.32,3378.56,3,2.1,53,No,51-60,Low Value,0,1,1,2,High
CUST1291,Indore,Female,56,Basic,59,8,3530.25,28242.0,0,3.6,80,Yes,51-60,High Value,0,0,0,0,Low
CUST1292,Delhi,Female,57,Basic,22,7,4088.02,28616.14,3,3.5,16,No,51-60,High Value,0,1,0,1,Medium
CUST1293,Indore,Male,52,Basic,8,8,2174.69,17397.52,0,4.2,104,No,51-60,Medium Value,0,0,0,0,Low
CUST1294,Bhopal,Female,51,Basic,49,5,2612.9,13064.5,1,4.1,70,No,51-60,Medium Value,0,0,0,0,Low
CUST1295,Bhopal,Female,41,Standard,15,8,4266.75,34134.0,1,3.6,141,No,36-50,VIP,1,0,0,1,Medium
CUST1296,Mumbai,Male,39,Standard,17,9,1191.57,10724.13,5,4.5,108,No,36-50,Low Value,0,1,0,1,Medium
CUST1297,Bengaluru,Male,22,Standard,60,9,2484.57,22361.13,0,3.0,47,No,18-25,High Value,0,0,0,0,Low
CUST1298,Hyderabad,Female,50,Standard,23,8,2293.83,18350.64,3,3.8,9,No,36-50,Medium Value,0,1,0,1,Medium
CUST1299,Pune,Female,53,Standard,24,12,1385.25,16623.0,1,2.5,34,No,51-60,Medium Value,0,0,1,1,Medium
CUST1300,Jaipur,Female,37,Basic,45,6,3738.09,22428.54,2,3.6,157,No,36-50,High Value,1,0,0,1,Medium
CUST1301,Indore,Female,36,Basic,19,2,4078.32,8156.64,3,2.3,165,Yes,36-50,Low Value,1,1,1,3,Critical
CUST1302,Indore,Female,52,Premium,5,7,3584.12,25088.84,4,2.6,171,Yes,51-60,High Value,1,1,1,3,Critical
CUST1303,Delhi,Female,60,Standard,32,10,1120.51,11205.1,0,5.0,86,No,51-60,Low Value,0,0,0,0,Low
CUST1304,Bengaluru,Female,34,Basic,44,6,664.34,3986.04,1,2.0,115,No,26-35,Low Value,0,0,1,1,Medium
CUST1305,Bhopal,Female,60,Standard,1,9,2842.87,25585.83,3,3.4,64,No,51-60,High Value,0,1,0,1,Medium
CUST1306,Pune,Male,51,Basic,23,11,539.8,5937.8,2,4.3,152,Yes,51-60,Low Value,1,0,0,1,Medium
CUST1307,Mumbai,Male,26,Standard,37,13,3125.87,40636.31,4,5.0,34,No,26-35,VIP,0,1,0,1,Medium
CUST1308,Bhopal,Male,43,Basic,8,6,2527.78,15166.68,3,3.8,176,Yes,36-50,Medium Value,1,1,0,2,High
CUST1309,Jaipur,Female,19,Basic,13,5,3083.7,15418.5,2,3.8,12,No,18-25,Medium Value,0,0,0,0,Low
CUST1310,Bengaluru,Female,26,Basic,8,12,2778.72,33344.64,2,3.6,151,No,26-35,VIP,1,0,0,1,Medium
CUST1311,Jaipur,Female,26,Premium,57,9,2075.35,18678.15,3,4.6,97,No,26-35,Medium Value,0,1,0,1,Medium
CUST1312,Hyderabad,Male,57,Standard,23,16,1143.68,18298.88,1,4.0,121,Yes,51-60,Medium Value,1,0,0,1,Medium
CUST1313,Mumbai,Male,34,Basic,43,6,1583.95,9503.7,4,3.1,141,No,26-35,Low Value,1,1,0,2,High
CUST1314,Hyderabad,Male,18,Basic,1,13,2502.9,32537.7,2,4.6,87,No,18-25,VIP,0,0,0,0,Low
CUST1315,Delhi,Male,42,Standard,45,6,3037.85,18227.1,3,3.2,102,Yes,36-50,Medium Value,0,1,0,1,Medium
CUST1316,Jaipur,Female,60,Basic,51,6,3573.83,21442.98,1,2.2,96,No,51-60,High Value,0,0,1,1,Medium
CUST1317,Delhi,Male,57,Basic,24,11,3522.12,38743.32,0,2.2,173,No,51-60,VIP,1,0,1,2,High
CUST1318,Indore,Male,59,Premium,35,7,4385.29,30697.03,3,3.4,114,No,51-60,VIP,0,1,0,1,Medium
CUST1319,Hyderabad,Female,42,Basic,24,12,1500.53,18006.36,0,3.7,47,No,36-50,Medium Value,0,0,0,0,Low
CUST1320,Bengaluru,Male,56,Standard,17,9,598.66,5387.94,1,4.5,58,No,51-60,Low Value,0,0,0,0,Low
CUST1321,Jaipur,Male,52,Premium,5,8,1751.76,14014.08,0,4.2,133,No,51-60,Medium Value,1,0,0,1,Medium
CUST1322,Pune,Female,20,Standard,20,10,3421.84,34218.4,1,3.7,121,No,18-25,VIP,1,0,0,1,Medium
CUST1323,Mumbai,Male,54,Basic,21,14,2140.07,29960.98,1,4.5,118,No,51-60,VIP,0,0,0,0,Low
CUST1324,Bhopal,Female,47,Basic,40,6,3734.71,22408.26,0,3.6,5,No,36-50,High Value,0,0,0,0,Low
CUST1325,Bengaluru,Female,55,Premium,58,6,2607.17,15643.02,0,2.4,96,No,51-60,Medium Value,0,0,1,1,Medium
CUST1326,Bengaluru,Female,51,Premium,31,16,4205.13,67282.08,1,2.2,21,No,51-60,VIP,0,0,1,1,Medium
CUST1327,Delhi,Male,29,Standard,46,5,4281.03,21405.15,1,4.8,152,No,26-35,High Value,1,0,0,1,Medium
CUST1328,Hyderabad,Female,36,Basic,36,8,591.08,4728.64,1,1.6,128,No,36-50,Low Value,1,0,1,2,High
CUST1329,Jaipur,Male,54,Standard,11,12,2216.94,26603.28,0,3.4,124,No,51-60,High Value,1,0,0,1,Medium
CUST1330,Jaipur,Male,34,Premium,52,11,2860.69,31467.59,2,5.0,146,Yes,26-35,VIP,1,0,0,1,Medium
CUST1331,Indore,Male,27,Standard,15,11,1374.66,15121.26,2,4.0,21,No,26-35,Medium Value,0,0,0,0,Low
CUST1332,Indore,Other,29,Premium,19,19,2009.72,38184.68,1,3.4,54,No,26-35,VIP,0,0,0,0,Low
CUST1333,Mumbai,Male,33,Premium,7,15,3146.26,47193.9,2,2.1,138,No,26-35,VIP,1,0,1,2,High
CUST1334,Delhi,Male,41,Standard,51,7,1252.28,8765.96,4,5.0,152,No,36-50,Low Value,1,1,0,2,High
CUST1335,Bengaluru,Female,36,Standard,28,8,2828.32,22626.56,0,4.7,104,No,36-50,High Value,0,0,0,0,Low
CUST1336,Jaipur,Male,25,Basic,51,8,3229.28,25834.24,1,4.2,111,No,18-25,High Value,0,0,0,0,Low
CUST1337,Pune,Male,48,Basic,43,10,680.08,6800.8,3,3.6,116,No,36-50,Low Value,0,1,0,1,Medium
CUST1338,Delhi,Male,38,Standard,58,5,2389.62,11948.1,0,4.1,57,No,36-50,Medium Value,0,0,0,0,Low
CUST1339,Mumbai,Male,34,Basic,5,7,1404.94,9834.58,0,3.5,128,No,26-35,Low Value,1,0,0,1,Medium
CUST1340,Mumbai,Male,40,Premium,5,11,3342.42,36766.62,1,2.7,151,Yes,36-50,VIP,1,0,1,2,High
CUST1341,Delhi,Male,54,Premium,30,11,1096.13,12057.43,4,4.5,150,No,51-60,Medium Value,1,1,0,2,High
CUST1342,Mumbai,Female,33,Standard,54,5,4047.4,20237.0,4,3.6,162,Yes,26-35,High Value,1,1,0,2,High
CUST1343,Delhi,Male,23,Basic,32,10,2109.95,21099.5,0,4.1,120,No,18-25,High Value,0,0,0,0,Low
CUST1344,Bhopal,Male,25,Basic,8,11,1131.61,12447.71,6,3.5,70,Yes,18-25,Medium Value,0,1,0,1,Medium
CUST1345,Delhi,Female,42,Basic,10,5,2139.69,10698.45,2,4.0,156,Yes,36-50,Low Value,1,0,0,1,Medium
CUST1346,Hyderabad,Male,35,Standard,38,12,2016.72,24200.64,3,3.6,95,Yes,26-35,High Value,0,1,0,1,Medium
CUST1347,Delhi,Female,42,Standard,47,9,2101.46,18913.14,3,3.5,99,Yes,36-50,Medium Value,0,1,0,1,Medium
CUST1348,Mumbai,Male,29,Premium,32,8,2759.36,22074.88,3,3.6,167,No,26-35,High Value,1,1,0,2,High
CUST1349,Jaipur,Male,32,Standard,48,13,2488.93,32356.09,1,5.0,42,No,26-35,VIP,0,0,0,0,Low
CUST1350,Hyderabad,Male,43,Premium,28,7,929.06,6503.42,3,4.3,151,Yes,36-50,Low Value,1,1,0,2,High
CUST1351,Mumbai,Male,58,Premium,17,10,575.43,5754.3,1,5.0,70,No,51-60,Low Value,0,0,0,0,Low
CUST1352,Indore,Male,43,Basic,31,6,3363.54,20181.24,3,3.6,2,No,36-50,High Value,0,1,0,1,Medium
CUST1353,Indore,Male,49,Premium,8,9,2650.81,23857.29,0,3.3,152,No,36-50,High Value,1,0,0,1,Medium
CUST1354,Jaipur,Male,27,Standard,40,9,1807.8,16270.2,2,2.6,145,No,26-35,Medium Value,1,0,1,2,High
CUST1355,Jaipur,Male,33,Basic,25,7,3695.1,25865.7,2,5.0,109,No,26-35,High Value,0,0,0,0,Low
CUST1356,Hyderabad,Male,24,Standard,9,7,1929.85,13508.95,2,2.8,65,Yes,18-25,Medium Value,0,0,1,1,Medium
CUST1357,Bhopal,Male,34,Basic,2,12,3643.05,43716.6,2,5.0,70,No,26-35,VIP,0,0,0,0,Low
CUST1358,Jaipur,Male,40,Standard,15,10,1584.18,15841.8,2,2.7,69,No,36-50,Medium Value,0,0,1,1,Medium
CUST1359,Indore,Male,43,Standard,50,14,605.95,8483.3,2,4.4,121,No,36-50,Low Value,1,0,0,1,Medium
CUST1360,Delhi,Female,38,Standard,3,8,4217.09,33736.72,2,2.2,109,No,36-50,VIP,0,0,1,1,Medium
CUST1361,Mumbai,Male,39,Standard,49,6,1957.11,11742.66,1,3.2,60,No,36-50,Medium Value,0,0,0,0,Low
CUST1362,Indore,Female,24,Standard,36,11,3629.31,39922.41,4,3.6,178,No,18-25,VIP,1,1,0,2,High
CUST1363,Indore,Female,31,Standard,4,8,1472.41,11779.28,2,3.1,93,No,26-35,Medium Value,0,0,0,0,Low
CUST1364,Bhopal,Male,32,Standard,14,10,3014.73,30147.3,2,3.4,12,No,26-35,VIP,0,0,0,0,Low
CUST1365,Hyderabad,Female,24,Standard,41,11,3967.91,43647.01,0,3.5,103,No,18-25,VIP,0,0,0,0,Low
CUST1366,Hyderabad,Female,26,Basic,41,8,474.9,3799.2,1,4.3,175,No,26-35,Low Value,1,0,0,1,Medium
CUST1367,Bengaluru,Male,25,Standard,25,7,3788.67,26520.69,2,1.7,112,No,18-25,High Value,0,0,1,1,Medium
CUST1368,Bhopal,Male,40,Basic,58,9,2699.6,24296.4,3,3.1,65,No,36-50,High Value,0,1,0,1,Medium
CUST1369,Delhi,Female,46,Standard,55,8,2851.38,22811.04,2,4.7,155,No,36-50,High Value,1,0,0,1,Medium
CUST1370,Hyderabad,Female,35,Standard,50,7,2497.26,17480.82,2,4.1,48,No,26-35,Medium Value,0,0,0,0,Low
CUST1371,Mumbai,Male,48,Standard,10,11,3972.8,43700.8,1,4.7,88,No,36-50,VIP,0,0,0,0,Low
CUST1372,Jaipur,Male,47,Standard,21,10,482.42,4824.2,1,4.3,62,No,36-50,Low Value,0,0,0,0,Low
CUST1373,Bhopal,Male,56,Premium,36,5,1396.32,6981.6,1,2.6,44,Yes,51-60,Low Value,0,0,1,1,Medium
CUST1374,Jaipur,Male,52,Premium,12,10,3978.2,39782.0,2,4.2,147,No,51-60,VIP,1,0,0,1,Medium
CUST1375,Indore,Female,35,Premium,27,15,3459.85,51897.75,2,3.7,136,No,26-35,VIP,1,0,0,1,Medium
CUST1376,Mumbai,Male,59,Premium,40,6,374.11,2244.66,2,5.0,55,No,51-60,Low Value,0,0,0,0,Low
CUST1377,Mumbai,Male,56,Basic,2,12,2471.43,29657.16,0,4.3,108,No,51-60,VIP,0,0,0,0,Low
CUST1378,Indore,Female,34,Basic,54,3,2524.21,7572.63,2,4.1,47,No,26-35,Low Value,0,0,0,0,Low
CUST1379,Bhopal,Male,31,Standard,13,5,1983.7,9918.5,1,4.2,2,No,26-35,Low Value,0,0,0,0,Low
CUST1380,Indore,Male,48,Basic,53,10,1549.05,15490.5,3,4.0,113,No,36-50,Medium Value,0,1,0,1,Medium
CUST1381,Jaipur,Female,41,Standard,32,3,3163.24,9489.72,2,4.0,167,No,36-50,Low Value,1,0,0,1,Medium
CUST1382,Bengaluru,Female,52,Standard,31,11,1172.72,12899.92,1,3.4,173,Yes,51-60,Medium Value,1,0,0,1,Medium
CUST1383,Mumbai,Male,51,Standard,16,9,3655.58,32900.22,1,4.1,160,Yes,51-60,VIP,1,0,0,1,Medium
CUST1384,Pune,Female,20,Standard,32,14,3672.76,51418.64,1,4.5,166,No,18-25,VIP,1,0,0,1,Medium
CUST1385,Pune,Male,54,Standard,32,7,2044.1,14308.7,1,4.6,11,No,51-60,Medium Value,0,0,0,0,Low
CUST1386,Jaipur,Male,60,Standard,60,12,1490.9,17890.8,2,4.4,138,No,51-60,Medium Value,1,0,0,1,Medium
CUST1387,Delhi,Female,57,Premium,34,8,1492.29,11938.32,3,5.0,112,No,51-60,Medium Value,0,1,0,1,Medium
CUST1388,Hyderabad,Male,43,Standard,11,5,2325.62,11628.1,2,4.6,90,No,36-50,Medium Value,0,0,0,0,Low
CUST1389,Indore,Male,40,Premium,10,5,3322.23,16611.15,0,4.2,55,No,36-50,Medium Value,0,0,0,0,Low
CUST1390,Indore,Male,56,Basic,15,5,1807.25,9036.25,4,2.6,148,Yes,51-60,Low Value,1,1,1,3,Critical
CUST1391,Delhi,Male,32,Premium,17,7,2862.18,20035.26,2,2.6,17,No,26-35,High Value,0,0,1,1,Medium
CUST1392,Delhi,Male,21,Standard,40,6,1906.43,11438.58,3,3.4,68,No,18-25,Low Value,0,1,0,1,Medium
CUST1393,Jaipur,Male,46,Standard,18,12,1579.0,18948.0,1,3.6,133,No,36-50,Medium Value,1,0,0,1,Medium
CUST1394,Jaipur,Male,39,Basic,55,12,404.41,4852.92,1,4.9,151,No,36-50,Low Value,1,0,0,1,Medium
CUST1395,Delhi,Male,42,Standard,9,5,316.44,1582.2,4,1.1,174,Yes,36-50,Low Value,1,1,1,3,Critical
CUST1396,Mumbai,Female,30,Basic,25,7,1254.27,8779.89,3,2.7,52,No,26-35,Low Value,0,1,1,2,High
CUST1397,Jaipur,Female,35,Basic,40,8,2006.91,16055.28,1,3.4,138,No,26-35,Medium Value,1,0,0,1,Medium
CUST1398,Bengaluru,Female,50,Standard,59,7,3875.3,27127.1,2,2.7,174,Yes,36-50,High Value,1,0,1,2,High
CUST1399,Jaipur,Female,33,Standard,14,9,3653.63,32882.67,1,2.9,156,No,26-35,VIP,1,0,1,2,High
CUST1400,Indore,Male,59,Standard,60,8,1422.09,11376.72,1,3.2,97,Yes,51-60,Low Value,0,0,0,0,Low
CUST1401,Jaipur,Male,19,Premium,58,5,1327.07,6635.35,1,2.7,171,No,18-25,Low Value,1,0,1,2,High
CUST1402,Mumbai,Female,52,Standard,25,9,1254.75,11292.75,0,2.9,154,Yes,51-60,Low Value,1,0,1,2,High
CUST1403,Delhi,Female,59,Standard,50,5,1724.8,8624.0,3,4.8,48,No,51-60,Low Value,0,1,0,1,Medium
CUST1404,Indore,Female,51,Basic,22,14,2392.43,33494.02,1,4.2,29,No,51-60,VIP,0,0,0,0,Low
CUST1405,Jaipur,Male,47,Standard,52,8,2142.4,17139.2,3,4.3,27,No,36-50,Medium Value,0,1,0,1,Medium
CUST1406,Mumbai,Male,30,Standard,30,8,1216.75,9734.0,2,3.6,146,No,26-35,Low Value,1,0,0,1,Medium
CUST1407,Bengaluru,Male,30,Premium,20,7,847.9,5935.3,0,4.5,104,No,26-35,Low Value,0,0,0,0,Low
CUST1408,Jaipur,Male,35,Premium,21,10,352.83,3528.3,5,4.4,60,No,26-35,Low Value,0,1,0,1,Medium
CUST1409,Mumbai,Female,49,Standard,44,8,946.65,7573.2,1,4.1,106,No,36-50,Low Value,0,0,0,0,Low
CUST1410,Bengaluru,Female,49,Basic,32,8,3262.5,26100.0,6,3.0,69,No,36-50,High Value,0,1,0,1,Medium
CUST1411,Delhi,Male,52,Premium,51,11,1323.28,14556.08,2,3.2,114,No,51-60,Medium Value,0,0,0,0,Low
CUST1412,Jaipur,Other,56,Standard,46,11,2268.13,24949.43,2,4.6,21,No,51-60,High Value,0,0,0,0,Low
CUST1413,Bengaluru,Female,46,Basic,49,11,2783.46,30618.06,0,3.1,152,Yes,36-50,VIP,1,0,0,1,Medium
CUST1414,Indore,Male,46,Basic,56,4,4024.73,16098.92,3,2.4,102,No,36-50,Medium Value,0,1,1,2,High
CUST1415,Delhi,Male,33,Standard,21,10,4033.19,40331.9,0,3.1,131,No,26-35,VIP,1,0,0,1,Medium
CUST1416,Indore,Male,27,Basic,35,11,3432.08,37752.88,1,5.0,95,No,26-35,VIP,0,0,0,0,Low
CUST1417,Pune,Male,47,Premium,58,11,447.66,4924.26,0,3.1,105,No,36-50,Low Value,0,0,0,0,Low
CUST1418,Bhopal,Male,42,Standard,32,9,2715.3,24437.7,2,3.9,125,No,36-50,High Value,1,0,0,1,Medium
CUST1419,Jaipur,Male,56,Basic,30,10,3603.65,36036.5,0,3.0,2,No,51-60,VIP,0,0,0,0,Low
CUST1420,Bengaluru,Male,37,Premium,55,15,372.61,5589.15,2,4.3,66,No,36-50,Low Value,0,0,0,0,Low
CUST1421,Bhopal,Male,22,Standard,39,10,2608.68,26086.8,2,4.1,113,Yes,18-25,High Value,0,0,0,0,Low
CUST1422,Bhopal,Female,18,Standard,49,12,3902.61,46831.32,1,2.3,170,Yes,18-25,VIP,1,0,1,2,High
CUST1423,Bengaluru,Male,47,Basic,12,10,2291.23,22912.3,2,3.8,162,No,36-50,High Value,1,0,0,1,Medium
CUST1424,Delhi,Female,20,Basic,41,5,317.25,1586.25,0,2.1,42,No,18-25,Low Value,0,0,1,1,Medium
